sku_id,nome_produto,categoria,subcategoria,fornecedor_id,lead_time_reposicao,custo_unitario,preco_venda_sugerido,estoque_fisico,estoque_reservado,estoque_disponivel,ponto_pedido,data_ultima_entrada,status_disponibilidade,shelf_life_dias,volume_m3,capital_imobilizado_custo,capital_potencial_venda,spread_markup_sugerido,em_risco_ruptura,is_descontinuado
SKU-01315,Shorts Premium Rosa,Moda,Shorts,FORN-084,13,241.74,482.63,161,7,154,87,2024-05-07,Em Estoque,448,0.0289,37227.96,74325.02,2.0,False,False
SKU-01316,Protetor Solar Urban Dourado,Beleza,Protetor Solar,FORN-029,48,385.2,1035.83,0,0,0,146,2025-11-24,Ruptura,723,0.4112,0.0,0.0,2.69,True,False
SKU-01317,Óculos de Sol Básico Branco,Acessórios,Óculos de Sol,FORN-048,13,189.72,581.65,285,35,250,91,2023-04-12,Em Estoque,448,0.3293,47430.0,145412.5,3.07,False,False
SKU-01318,Porta-Retrato Edição Limitada Prata,Lifestyle,Porta-Retrato,FORN-059,9,121.48,326.59,455,127,328,22,2023-08-07,Em Estoque,448,0.0826,39845.44,107121.52,2.69,False,False
SKU-01319,Esfoliante Premium Prata,Beleza,Esfoliante,FORN-053,10,352.62,1027.03,113,28,85,128,2024-03-19,Estoque Crítico,620,0.2008,29972.7,87297.55,2.91,True,False
SKU-01320,Jaqueta Moderno Dourado,Moda,Jaqueta,FORN-001,6,125.89,213.9,47,10,37,101,2023-08-18,Estoque Crítico,448,0.0324,4657.93,7914.3,1.7,True,False
SKU-01321,Brinco Oversize Prata,Acessórios,Brinco,FORN-085,46,33.82,103.94,247,22,225,42,2023-05-06,Em Estoque,448,0.3316,7609.5,23386.5,3.07,False,False
SKU-01322,Carteira Edição Limitada Preto,Acessórios,Carteira,FORN-078,9,106.15,267.27,405,15,390,65,2024-09-26,Em Estoque,448,0.0443,41398.5,104235.3,2.52,False,False
SKU-01323,Bolsa de Couro Moderno Branco,Acessórios,Bolsa de Couro,FORN-026,57,256.53,554.54,78,16,62,110,2023-12-01,Estoque Crítico,448,0.3009,15904.86,34381.48,2.16,True,False
SKU-01324,Legging Urban Dourado,Moda,Legging,FORN-032,10,68.57,150.69,630,168,462,64,2023-03-06,Em Estoque,448,0.3469,31679.34,69618.78,2.2,False,False
SKU-01325,Garrafa Térmica Sport Nude,Lifestyle,Garrafa Térmica,FORN-025,13,249.29,468.39,147,23,124,131,2025-12-27,Estoque Crítico,448,0.4473,30911.96,58080.36,1.88,True,False
SKU-01326,Caderno Moderno Bege,Lifestyle,Caderno,FORN-030,11,182.19,439.38,497,8,489,130,2024-02-02,Em Estoque,448,0.2301,89090.91,214856.82,2.41,False,False
SKU-01327,Batom Artesanal Dourado,Beleza,Batom,FORN-016,50,335.31,643.74,19,0,19,13,2024-02-05,Em Estoque,407,0.4466,6370.89,12231.06,1.92,False,False
SKU-01328,Perfume Urban Bege,Beleza,Perfume,FORN-091,47,386.19,922.53,406,107,299,121,2025-05-18,Em Estoque,669,0.101,115470.81,275836.47,2.39,False,False
SKU-01329,Creme Hidratante Clássico Bege,Beleza,Creme Hidratante,FORN-027,8,393.22,1247.28,72,5,67,140,2023-11-04,Estoque Crítico,479,0.1276,26345.74,83567.76,3.17,True,False
SKU-01330,Regata Urban Nude,Moda,Regata,FORN-020,50,87.88,275.36,587,158,429,96,2023-06-21,Descontinuado,448,0.1954,37700.52,118129.44,3.13,False,True
SKU-01331,Relógio de Parede Delicado Dourado,Lifestyle,Relógio de Parede,FORN-032,6,344.93,615.21,28,4,24,111,2025-08-09,Estoque Crítico,448,0.0532,8278.32,14765.04,1.78,True,False
SKU-01332,Saia Urban Verde,Moda,Saia,FORN-030,13,380.92,1080.09,668,38,630,13,2025-02-08,Em Estoque,448,0.0881,239979.6,680456.7,2.84,False,False
SKU-01333,Planta Artificial Delicado Rosa,Lifestyle,Planta Artificial,FORN-085,57,107.11,313.3,242,46,196,108,2023-06-24,Em Estoque,448,0.2386,20993.56,61406.8,2.93,False,False
SKU-01334,Creme Hidratante Artesanal Branco,Beleza,Creme Hidratante,FORN-023,15,270.68,592.59,219,34,185,28,2023-10-25,Em Estoque,530,0.1656,50075.8,109629.15,2.19,False,False
SKU-01335,Camisa Social Urban Branco,Moda,Camisa Social,FORN-074,57,245.12,475.15,328,63,265,101,2023-01-16,Em Estoque,448,0.4058,64956.8,125914.75,1.94,False,False
SKU-01336,Vestido Edição Limitada Bege,Moda,Vestido,FORN-086,5,47.03,140.48,1146,338,808,32,2023-05-03,Em Estoque,448,0.2862,38000.24,113507.84,2.99,False,False
SKU-01337,Luminária Artesanal Vermelho,Lifestyle,Luminária,FORN-060,13,235.28,547.32,18,4,14,143,2024-04-03,Estoque Crítico,448,0.0833,3293.92,7662.48,2.33,True,False
SKU-01338,Blush Moderno Branco,Beleza,Blush,FORN-078,7,70.1,185.29,345,97,248,17,2024-06-23,Em Estoque,723,0.2678,17384.8,45951.92,2.64,False,False
SKU-01339,Perfume Edição Limitada Verde,Beleza,Perfume,FORN-031,15,375.67,1166.5,350,73,277,89,2023-02-20,Em Estoque,571,0.1651,104060.59,323120.5,3.11,False,False
SKU-01340,Regata Urban Nude,Moda,Regata,FORN-082,55,89.04,160.23,1000,35,965,100,2023-06-16,Em Estoque,448,0.1369,85923.6,154621.95,1.8,False,False
SKU-01341,Top Sustentável Rosa,Moda,Top,FORN-062,5,290.17,464.82,430,118,312,111,2024-05-18,Em Estoque,448,0.2182,90533.04,145023.84,1.6,False,False
SKU-01342,Kit Skincare Sustentável Nude,Beleza,Kit Skincare,FORN-058,54,356.23,620.71,417,25,392,108,2024-07-23,Em Estoque,518,0.0175,139642.16,243318.32,1.74,False,False
SKU-01343,Óleo Corporal Oversize Azul,Beleza,Óleo Corporal,FORN-061,51,34.3,95.44,499,69,430,119,2025-03-15,Em Estoque,546,0.0695,14749.0,41039.2,2.78,False,False
SKU-01344,Garrafa Térmica Oversize Azul,Lifestyle,Garrafa Térmica,FORN-007,10,245.55,675.37,91,11,80,99,2023-03-17,Estoque Crítico,448,0.0814,19644.0,54029.6,2.75,True,False
SKU-01345,Protetor Solar Edição Limitada Rosa,Beleza,Protetor Solar,FORN-031,6,344.26,889.06,469,134,335,95,2025-07-12,Em Estoque,603,0.3291,115327.1,297835.1,2.58,False,False
SKU-01346,Blusa de Tricô Delicado Rosa,Moda,Blusa de Tricô,FORN-038,8,136.81,275.24,74,9,65,41,2024-10-20,Em Estoque,448,0.3767,8892.65,17890.6,2.01,False,False
SKU-01347,Legging Luxo Rosa,Moda,Legging,FORN-036,14,191.34,375.46,276,33,243,14,2025-11-27,Em Estoque,448,0.2811,46495.62,91236.78,1.96,False,False
SKU-01348,Camiseta Artesanal Verde,Moda,Camiseta,FORN-065,11,68.76,189.55,740,147,593,146,2025-09-19,Em Estoque,448,0.1355,40774.68,112403.15,2.76,False,False
SKU-01349,Calça Jeans Premium Nude,Moda,Calça Jeans,FORN-058,49,43.26,81.21,490,122,368,93,2024-09-12,Em Estoque,448,0.3155,15919.68,29885.28,1.88,False,False
SKU-01350,Caderno Oversize Dourado,Lifestyle,Caderno,FORN-075,49,346.47,624.01,125,0,125,20,2024-05-19,Em Estoque,448,0.1529,43308.75,78001.25,1.8,False,False
SKU-01351,Óculos de Sol Sport Nude,Acessórios,Óculos de Sol,FORN-029,46,332.72,607.65,377,111,266,101,2023-03-25,Em Estoque,448,0.3672,88503.52,161634.9,1.83,False,False
SKU-01352,Batom Luxo Verde,Beleza,Batom,FORN-068,14,168.81,359.43,172,40,132,130,2023-09-14,Em Estoque,260,0.4614,22282.92,47444.76,2.13,False,False
SKU-01353,Base Líquida Slim Verde,Beleza,Base Líquida,FORN-071,9,91.88,249.29,203,24,179,66,2023-02-08,Em Estoque,559,0.025,16446.52,44622.91,2.71,False,False
SKU-01354,Vestido Moderno Vermelho,Moda,Vestido,FORN-021,49,32.72,65.37,317,23,294,77,2024-04-21,Em Estoque,448,0.1513,9619.68,19218.78,2.0,False,False
SKU-01355,Espelho de Mesa Edição Limitada Prata,Lifestyle,Espelho de Mesa,FORN-095,15,324.38,724.66,420,69,351,17,2023-09-26,Em Estoque,448,0.4748,113857.38,254355.66,2.23,False,False
SKU-01356,Legging Clássico Nude,Moda,Legging,FORN-036,11,306.24,960.01,156,41,115,32,2025-11-16,Em Estoque,448,0.1437,35217.6,110401.15,3.13,False,False
SKU-01357,Protetor Solar Premium Rosa,Beleza,Protetor Solar,FORN-027,10,42.21,82.96,406,101,305,103,2023-03-06,Em Estoque,467,0.2116,12874.05,25302.8,1.97,False,False
SKU-01358,Saia Delicado Verde,Moda,Saia,FORN-094,50,95.61,173.39,156,14,142,12,2023-01-05,Em Estoque,448,0.2872,13576.62,24621.38,1.81,False,False
SKU-01359,Jaqueta Premium Azul,Moda,Jaqueta,FORN-003,8,94.96,213.97,1108,62,1046,119,2024-06-27,Descontinuado,448,0.4281,99328.16,223812.62,2.25,False,True
SKU-01360,Saia Artesanal Nude,Moda,Saia,FORN-045,10,114.67,320.78,177,23,154,63,2023-02-06,Em Estoque,448,0.3676,17659.18,49400.12,2.8,False,False
SKU-01361,Creme Hidratante Luxo Dourado,Beleza,Creme Hidratante,FORN-022,52,31.04,63.12,469,33,436,21,2023-09-10,Em Estoque,196,0.0463,13533.44,27520.32,2.03,False,False
SKU-01362,Porta-Retrato Urban Bege,Lifestyle,Porta-Retrato,FORN-038,5,354.81,600.9,416,112,304,115,2024-11-18,Em Estoque,448,0.3883,107862.24,182673.6,1.69,False,False
SKU-01363,Saia Urban Dourado,Moda,Saia,FORN-042,53,177.29,460.19,615,46,569,77,2023-07-12,Em Estoque,448,0.1145,100878.01,261848.11,2.6,False,False
SKU-01364,Pochete Clássico Dourado,Acessórios,Pochete,FORN-081,49,149.0,446.33,32,2,30,49,2024-10-02,Estoque Crítico,448,0.4015,4470.0,13389.9,3.0,True,False
SKU-01365,Sombra Oversize Vermelho,Beleza,Sombra,FORN-051,13,127.06,255.08,259,18,241,73,2024-04-21,Em Estoque,258,0.3974,30621.46,61474.28,2.01,False,False
SKU-01366,Calça Jeans Básico Preto,Moda,Calça Jeans,FORN-016,59,387.08,645.32,713,176,537,116,2025-10-02,Em Estoque,448,0.4455,207861.96,346536.84,1.67,False,False
SKU-01367,Pochete Luxo Preto,Acessórios,Pochete,FORN-063,9,283.56,815.72,477,57,420,48,2024-02-19,Em Estoque,448,0.309,119095.2,342602.4,2.88,False,False
SKU-01368,Porta-Retrato Artesanal Verde,Lifestyle,Porta-Retrato,FORN-095,6,207.72,389.74,72,15,57,109,2025-05-08,Estoque Crítico,448,0.1109,11840.04,22215.18,1.88,True,False
SKU-01369,Máscara de Cílios Premium Verde,Beleza,Máscara de Cílios,FORN-038,7,74.85,164.75,192,43,149,92,2025-05-19,Em Estoque,571,0.4251,11152.65,24547.75,2.2,False,False
SKU-01370,Jaqueta Sport Preto,Moda,Jaqueta,FORN-089,13,330.25,635.33,296,56,240,14,2024-09-27,Em Estoque,448,0.2548,79260.0,152479.2,1.92,False,False
SKU-01371,Óleo Corporal Premium Rosa,Beleza,Óleo Corporal,FORN-060,5,325.69,526.48,191,39,152,106,2025-11-12,Em Estoque,500,0.0955,49504.88,80024.96,1.62,False,False
SKU-01372,Kit Chá Slim Nude,Lifestyle,Kit Chá,FORN-090,7,170.96,447.14,107,10,97,91,2024-04-09,Em Estoque,448,0.4607,16583.12,43372.58,2.62,False,False
SKU-01373,Condicionador Clássico Bege,Beleza,Condicionador,FORN-046,49,26.66,46.09,204,22,182,148,2023-03-26,Descontinuado,557,0.2868,4852.12,8388.38,1.73,False,True
SKU-01374,Óculos de Sol Artesanal Rosa,Acessórios,Óculos de Sol,FORN-015,47,142.58,425.39,475,105,370,65,2023-03-19,Em Estoque,448,0.379,52754.6,157394.3,2.98,False,False
SKU-01375,Luminária Moderno Vermelho,Lifestyle,Luminária,FORN-032,12,273.98,794.48,330,52,278,54,2025-12-10,Em Estoque,448,0.477,76166.44,220865.44,2.9,False,False
SKU-01376,Moletom Básico Verde,Moda,Moletom,FORN-085,53,256.93,422.22,684,24,660,59,2023-12-04,Em Estoque,448,0.2696,169573.8,278665.2,1.64,False,False
SKU-01377,Bolsa de Couro Slim Nude,Acessórios,Bolsa de Couro,FORN-069,8,287.66,532.53,419,82,337,31,2023-03-04,Em Estoque,448,0.0873,96941.42,179462.61,1.85,False,False
SKU-01378,Legging Slim Prata,Moda,Legging,FORN-085,48,290.27,714.45,445,127,318,112,2024-01-04,Em Estoque,448,0.0558,92305.86,227195.1,2.46,False,False
SKU-01379,Regata Exclusivo Preto,Moda,Regata,FORN-050,54,395.75,1108.15,797,45,752,138,2024-08-21,Em Estoque,448,0.123,297604.0,833328.8,2.8,False,False
SKU-01380,Blusa de Tricô Delicado Vermelho,Moda,Blusa de Tricô,FORN-082,57,127.07,380.24,766,190,576,40,2025-07-24,Em Estoque,448,0.1488,73192.32,219018.24,2.99,False,False
SKU-01381,Camisa Social Clássico Vermelho,Moda,Camisa Social,FORN-019,7,48.54,91.88,312,5,307,82,2023-10-09,Em Estoque,448,0.3981,14901.78,28207.16,1.89,False,False
SKU-01382,Legging Sustentável Prata,Moda,Legging,FORN-073,48,54.22,161.59,1178,208,970,81,2025-12-17,Em Estoque,448,0.0813,52593.4,156742.3,2.98,False,False
SKU-01383,Difusor Sport Prata,Lifestyle,Difusor,FORN-003,5,103.35,236.79,209,1,208,53,2025-01-02,Descontinuado,448,0.4682,21496.8,49252.32,2.29,False,True
SKU-01384,Planta Artificial Oversize Azul,Lifestyle,Planta Artificial,FORN-070,57,91.65,160.77,164,40,124,21,2024-03-09,Em Estoque,448,0.2652,11364.6,19935.48,1.75,False,False
SKU-01385,Legging Premium Verde,Moda,Legging,FORN-071,7,371.46,1095.04,1197,289,908,25,2023-08-13,Em Estoque,448,0.2167,337285.68,994296.32,2.95,False,False
SKU-01386,Luminária Moderno Azul,Lifestyle,Luminária,FORN-023,13,397.32,767.18,446,128,318,108,2025-04-07,Em Estoque,448,0.2043,126347.76,243963.24,1.93,False,False
SKU-01387,Planta Artificial Oversize Branco,Lifestyle,Planta Artificial,FORN-081,57,87.27,203.15,126,27,99,88,2023-01-03,Em Estoque,448,0.3322,8639.73,20111.85,2.33,False,False
SKU-01388,Garrafa Térmica Moderno Nude,Lifestyle,Garrafa Térmica,FORN-020,48,275.75,815.84,374,28,346,99,2023-08-24,Em Estoque,448,0.4282,95409.5,282280.64,2.96,False,False
SKU-01389,Óleo Corporal Sport Preto,Beleza,Óleo Corporal,FORN-052,60,207.34,363.25,22,3,19,104,2025-03-01,Estoque Crítico,715,0.0511,3939.46,6901.75,1.75,True,False
SKU-01390,Almofada Moderno Branco,Lifestyle,Almofada,FORN-080,7,197.49,456.47,209,7,202,127,2025-12-04,Em Estoque,448,0.2971,39892.98,92206.94,2.31,False,False
SKU-01391,Perfume Urban Azul,Beleza,Perfume,FORN-070,54,152.98,366.53,376,86,290,14,2025-12-05,Em Estoque,588,0.2674,44364.2,106293.7,2.4,False,False
SKU-01392,Espelho de Mesa Luxo Verde,Lifestyle,Espelho de Mesa,FORN-074,48,72.58,168.18,157,39,118,139,2025-10-06,Estoque Crítico,448,0.1724,8564.44,19845.24,2.32,True,False
SKU-01393,Shorts Urban Vermelho,Moda,Shorts,FORN-081,45,310.32,863.02,139,38,101,15,2024-05-21,Em Estoque,448,0.3827,31342.32,87165.02,2.78,False,False
SKU-01394,Kit Skincare Slim Branco,Beleza,Kit Skincare,FORN-098,59,238.16,532.09,11,0,11,127,2024-11-22,Estoque Crítico,540,0.3431,2619.76,5852.99,2.23,True,False
SKU-01395,Colar Edição Limitada Rosa,Acessórios,Colar,FORN-010,51,325.04,937.15,433,77,356,38,2024-08-08,Em Estoque,448,0.2297,115714.24,333625.4,2.88,False,False
SKU-01396,Brinco Moderno Vermelho,Acessórios,Brinco,FORN-094,48,398.95,825.33,299,68,231,17,2024-05-11,Descontinuado,448,0.3029,92157.45,190651.23,2.07,False,True
SKU-01397,Planta Artificial Delicado Vermelho,Lifestyle,Planta Artificial,FORN-002,10,386.64,691.79,454,8,446,51,2024-03-15,Descontinuado,448,0.2007,172441.44,308538.34,1.79,False,True
SKU-01398,Sérum Facial Premium Prata,Beleza,Sérum Facial,FORN-023,9,223.16,447.27,266,13,253,66,2023-09-18,Em Estoque,374,0.4376,56459.48,113159.31,2.0,False,False
SKU-01399,Caderno Sustentável Rosa,Lifestyle,Caderno,FORN-086,13,229.4,594.18,377,60,317,77,2025-02-18,Em Estoque,448,0.4921,72719.8,188355.06,2.59,False,False
SKU-01400,Vestido Sustentável Verde,Moda,Vestido,FORN-002,5,20.24,33.87,353,97,256,113,2023-10-28,Em Estoque,448,0.1786,5181.44,8670.72,1.67,False,False
SKU-01401,Blusa de Tricô Edição Limitada Rosa,Moda,Blusa de Tricô,FORN-013,13,119.2,298.54,448,75,373,120,2024-10-02,Em Estoque,448,0.2404,44461.6,111355.42,2.5,False,False
SKU-01402,Vela Aromática Urban Branco,Lifestyle,Vela Aromática,FORN-068,12,81.56,245.1,411,4,407,17,2023-11-25,Em Estoque,448,0.1868,33194.92,99755.7,3.01,False,False
SKU-01403,Vela Aromática Moderno Rosa,Lifestyle,Vela Aromática,FORN-038,9,380.88,763.02,307,76,231,21,2024-08-09,Em Estoque,448,0.4774,87983.28,176257.62,2.0,False,False
SKU-01404,Batom Luxo Verde,Beleza,Batom,FORN-022,54,377.2,831.55,403,99,304,42,2023-06-12,Em Estoque,669,0.0693,114668.8,252791.2,2.2,False,False
SKU-01405,Óculos de Sol Clássico Bege,Acessórios,Óculos de Sol,FORN-016,45,146.08,284.09,325,82,243,85,2024-01-09,Em Estoque,448,0.2407,35497.44,69033.87,1.94,False,False
SKU-01406,Perfume Slim Verde,Beleza,Perfume,FORN-048,14,104.68,240.69,87,3,84,69,2025-04-11,Descontinuado,263,0.4848,8793.12,20217.96,2.3,False,True
SKU-01407,Legging Oversize Azul,Moda,Legging,FORN-014,7,286.58,853.71,1158,127,1031,110,2023-11-06,Em Estoque,448,0.4653,295463.98,880175.01,2.98,False,False
SKU-01408,Legging Delicado Dourado,Moda,Legging,FORN-031,15,74.41,234.53,1190,138,1052,147,2025-09-24,Em Estoque,448,0.1739,78279.32,246725.56,3.15,False,False
SKU-01409,Top Oversize Prata,Moda,Top,FORN-042,50,88.76,236.97,174,22,152,45,2025-06-04,Em Estoque,448,0.4888,13491.52,36019.44,2.67,False,False
SKU-01410,Blusa de Tricô Artesanal Branco,Moda,Blusa de Tricô,FORN-058,47,40.8,125.09,541,12,529,102,2024-10-03,Em Estoque,448,0.2276,21583.2,66172.61,3.07,False,False
SKU-01411,Jaqueta Delicado Verde,Moda,Jaqueta,FORN-082,51,155.52,283.95,448,75,373,38,2024-02-12,Em Estoque,448,0.3515,58008.96,105913.35,1.83,False,False
SKU-01412,Pochete Moderno Rosa,Acessórios,Pochete,FORN-038,14,97.21,207.39,250,65,185,146,2023-04-07,Em Estoque,448,0.1097,17983.85,38367.15,2.13,False,False
SKU-01413,Calça Jeans Sport Azul,Moda,Calça Jeans,FORN-031,15,218.04,558.49,186,2,184,141,2024-09-18,Em Estoque,448,0.4062,40119.36,102762.16,2.56,False,False
SKU-01414,Óleo Corporal Delicado Bege,Beleza,Óleo Corporal,FORN-062,13,200.58,324.02,423,71,352,121,2023-06-22,Em Estoque,365,0.062,70604.16,114055.04,1.62,False,False
SKU-01415,Luminária Oversize Azul,Lifestyle,Luminária,FORN-042,52,203.4,587.67,262,6,256,35,2025-10-28,Em Estoque,448,0.213,52070.4,150443.52,2.89,False,False
SKU-01416,Creme Hidratante Slim Vermelho,Beleza,Creme Hidratante,FORN-064,6,299.38,691.06,193,10,183,111,2025-02-10,Em Estoque,585,0.0691,54786.54,126463.98,2.31,False,False
SKU-01417,Creme Hidratante Edição Limitada Vermelho,Beleza,Creme Hidratante,FORN-034,55,40.01,101.63,299,3,296,19,2023-01-18,Em Estoque,413,0.2891,11842.96,30082.48,2.54,False,False
SKU-01418,Protetor Solar Luxo Verde,Beleza,Protetor Solar,FORN-021,48,287.62,708.83,209,42,167,143,2024-05-06,Em Estoque,706,0.3885,48032.54,118374.61,2.46,False,False
SKU-01419,Top Artesanal Dourado,Moda,Top,FORN-075,56,186.46,465.71,379,113,266,135,2024-11-23,Em Estoque,448,0.3774,49598.36,123878.86,2.5,False,False
SKU-01420,Regata Sport Branco,Moda,Regata,FORN-076,46,88.08,151.0,763,187,576,147,2025-11-22,Em Estoque,448,0.4195,50734.08,86976.0,1.71,False,False
SKU-01421,Almofada Exclusivo Prata,Lifestyle,Almofada,FORN-025,15,251.21,747.55,460,20,440,128,2023-06-25,Em Estoque,448,0.1503,110532.4,328922.0,2.98,False,False
SKU-01422,Brinco Delicado Branco,Acessórios,Brinco,FORN-035,8,181.67,511.74,81,16,65,110,2025-02-03,Estoque Crítico,448,0.0919,11808.55,33263.1,2.82,True,False
SKU-01423,Camiseta Moderno Prata,Moda,Camiseta,FORN-065,10,305.75,904.49,116,15,101,135,2025-02-09,Estoque Crítico,448,0.4727,30880.75,91353.49,2.96,True,False
SKU-01424,Camiseta Luxo Preto,Moda,Camiseta,FORN-095,14,269.54,804.94,737,216,521,52,2023-08-15,Em Estoque,448,0.1858,140430.34,419373.74,2.99,False,False
SKU-01425,Moletom Edição Limitada Nude,Moda,Moletom,FORN-027,8,332.78,731.41,643,80,563,139,2025-01-25,Em Estoque,448,0.4806,187355.14,411783.83,2.2,False,False
SKU-01426,Top Oversize Azul,Moda,Top,FORN-017,57,27.59,77.01,124,37,87,30,2023-04-28,Em Estoque,448,0.4266,2400.33,6699.87,2.79,False,False
SKU-01427,Colar Clássico Verde,Acessórios,Colar,FORN-045,6,112.47,256.72,293,7,286,145,2024-09-26,Em Estoque,448,0.2516,32166.42,73421.92,2.28,False,False
SKU-01428,Shorts Oversize Preto,Moda,Shorts,FORN-018,54,100.63,235.24,751,178,573,145,2024-04-13,Em Estoque,448,0.0708,57660.99,134792.52,2.34,False,False
SKU-01429,Protetor Solar Sport Verde,Beleza,Protetor Solar,FORN-066,14,172.36,343.44,180,15,165,25,2025-01-21,Em Estoque,509,0.4877,28439.4,56667.6,1.99,False,False
SKU-01430,Mochila Básico Verde,Acessórios,Mochila,FORN-082,54,191.14,381.15,333,42,291,108,2024-04-19,Em Estoque,448,0.0938,55621.74,110914.65,1.99,False,False
SKU-01431,Calça Jeans Básico Vermelho,Moda,Calça Jeans,FORN-038,8,169.3,454.76,43,8,35,71,2024-08-06,Estoque Crítico,448,0.229,5925.5,15916.6,2.69,True,False
SKU-01432,Lenço Artesanal Vermelho,Acessórios,Lenço,FORN-099,15,163.72,263.18,468,63,405,85,2023-09-03,Em Estoque,448,0.1282,66306.6,106587.9,1.61,False,False
SKU-01433,Legging Urban Vermelho,Moda,Legging,FORN-010,46,359.45,933.68,713,82,631,62,2024-09-28,Em Estoque,448,0.4596,226812.95,589152.08,2.6,False,False
SKU-01434,Creme Hidratante Premium Verde,Beleza,Creme Hidratante,FORN-016,46,91.79,229.14,0,0,0,135,2023-01-09,Ruptura,609,0.1051,0.0,0.0,2.5,True,False
SKU-01435,Regata Luxo Branco,Moda,Regata,FORN-034,53,277.04,644.19,541,58,483,91,2023-01-19,Em Estoque,448,0.3988,133810.32,311143.77,2.33,False,False
SKU-01436,Batom Slim Nude,Beleza,Batom,FORN-081,45,236.47,443.86,274,35,239,140,2024-05-28,Em Estoque,294,0.428,56516.33,106082.54,1.88,False,False
SKU-01437,Blusa de Tricô Exclusivo Dourado,Moda,Blusa de Tricô,FORN-018,60,66.85,135.4,835,206,629,40,2023-07-27,Em Estoque,448,0.1362,42048.65,85166.6,2.03,False,False
SKU-01438,Vela Aromática Moderno Rosa,Lifestyle,Vela Aromática,FORN-027,14,211.47,515.21,33,8,25,136,2023-09-16,Estoque Crítico,448,0.2222,5286.75,12880.25,2.44,True,False
SKU-01439,Planta Artificial Moderno Azul,Lifestyle,Planta Artificial,FORN-028,11,127.91,301.85,7,1,6,34,2023-12-01,Estoque Crítico,448,0.3029,767.46,1811.1,2.36,True,False
SKU-01440,Base Líquida Oversize Azul,Beleza,Base Líquida,FORN-066,15,351.87,1108.71,95,17,78,42,2024-03-12,Em Estoque,350,0.485,27445.86,86479.38,3.15,False,False
SKU-01441,Carteira Urban Bege,Acessórios,Carteira,FORN-030,6,252.26,695.9,182,28,154,128,2023-01-09,Em Estoque,448,0.0341,38848.04,107168.6,2.76,False,False
SKU-01442,Legging Sustentável Nude,Moda,Legging,FORN-091,53,57.89,112.55,277,30,247,29,2023-10-16,Em Estoque,448,0.1555,14298.83,27799.85,1.94,False,False
SKU-01443,Óculos de Sol Clássico Rosa,Acessórios,Óculos de Sol,FORN-070,59,30.7,84.99,285,60,225,48,2025-07-09,Em Estoque,448,0.2876,6907.5,19122.75,2.77,False,False
SKU-01444,Vestido Oversize Branco,Moda,Vestido,FORN-064,9,321.51,609.85,14,1,13,54,2024-02-04,Estoque Crítico,448,0.2673,4179.63,7928.05,1.9,True,False
SKU-01445,Sérum Facial Moderno Rosa,Beleza,Sérum Facial,FORN-049,13,184.02,496.87,110,3,107,131,2023-03-18,Estoque Crítico,588,0.2249,19690.14,53165.09,2.7,True,False
SKU-01446,Vela Aromática Clássico Preto,Lifestyle,Vela Aromática,FORN-005,55,316.18,625.5,457,106,351,44,2023-10-12,Em Estoque,448,0.4793,110979.18,219550.5,1.98,False,False
SKU-01447,Sérum Facial Oversize Dourado,Beleza,Sérum Facial,FORN-061,55,31.41,55.07,124,8,116,95,2025-01-01,Em Estoque,652,0.0456,3643.56,6388.12,1.75,False,False
SKU-01448,Vela Aromática Urban Dourado,Lifestyle,Vela Aromática,FORN-022,50,55.54,107.01,416,48,368,20,2025-09-16,Em Estoque,448,0.3279,20438.72,39379.68,1.93,False,False
SKU-01449,Máscara de Cílios Básico Preto,Beleza,Máscara de Cílios,FORN-033,55,350.65,959.35,143,26,117,38,2024-02-19,Em Estoque,250,0.2375,41026.05,112243.95,2.74,False,False
SKU-01450,Shorts Slim Azul,Moda,Shorts,FORN-053,5,393.64,720.96,230,37,193,43,2023-06-05,Em Estoque,448,0.1993,75972.52,139145.28,1.83,False,False
SKU-01451,Vestido Moderno Nude,Moda,Vestido,FORN-035,6,73.93,204.94,680,149,531,79,2024-12-27,Em Estoque,448,0.4214,39256.83,108823.14,2.77,False,False
SKU-01452,Mochila Artesanal Preto,Acessórios,Mochila,FORN-027,15,89.4,234.81,180,20,160,34,2023-03-16,Em Estoque,448,0.3261,14304.0,37569.6,2.63,False,False
SKU-01453,Creme Hidratante Sport Prata,Beleza,Creme Hidratante,FORN-004,49,122.73,264.1,0,0,0,148,2024-02-13,Ruptura,288,0.054,0.0,0.0,2.15,True,False
SKU-01454,Caderno Exclusivo Nude,Lifestyle,Caderno,FORN-012,7,326.06,803.67,207,48,159,83,2025-10-26,Em Estoque,448,0.2074,51843.54,127783.53,2.46,False,False
SKU-01455,Batom Delicado Prata,Beleza,Batom,FORN-087,11,68.22,159.76,30,0,30,138,2025-05-10,Estoque Crítico,647,0.1302,2046.6,4792.8,2.34,True,False
SKU-01456,Protetor Solar Sustentável Prata,Beleza,Protetor Solar,FORN-012,14,61.62,101.8,149,39,110,43,2023-07-10,Descontinuado,593,0.2861,6778.2,11198.0,1.65,False,True
SKU-01457,Planta Artificial Luxo Azul,Lifestyle,Planta Artificial,FORN-051,14,385.54,1002.61,426,50,376,93,2023-05-18,Em Estoque,448,0.2191,144963.04,376981.36,2.6,False,False
